"Movie_Title","Usernames","Reviewer_Date","Reviewer_Content","Rating"
"Avatar","rutbachoudhury","22 November 2020","3rd watch: November 2020
absolutely amazing still love it with my life i love jakesully and neytiri","
            9/10
            "
"Avatar","kenjha","4 July 2010","In the future, a paraplegic marine's avatar (a goofy blue-skinned cartoon-like incarnation of himself that he controls while sleeping) is sent on a mission to mingle with the natives of a distant planet. The pictures are pretty but the story is a lame rehash of a theme that has been done much better before. The movie becomes increasingly tedious as it lumbers along for nearly three hours. Cameron is not so much interested in making a compelling movie as in flaunting his prowess with special effects. Weaver's presence only serves to remind one of how good a sci-fi film can be (""Alien""). This nonsensical movie plays out like a dull computer game.","
            1/10
            "
"Avatar","HaddonfieldJason","5 January 2010","Avatar is the bestest movie in a long long time. It's a sight to be seen. If you thought Lord of the Rings had cool effects than you don't know anything. Avatar has taken visual effects and brought them to a new high. I don't think any movie can ever beat Avatar's special effects for a long long time. It's pretty early sure but I think Avatar will be judged as one of the greatest movies of all time. It has a classic storyline of good and evil, right and wrong, but it is only with blue aliens instead. Cameron has created his own brilliant world and populated it with aliens with a unique mythology. We want to know how to be like them but only action hero Sam Worthington can discover the secrets. The idea of the Avatar is one of the most original sci-fi creations. It takes a certain inspired brilliance to have Jake Sully a wheel chaired guy to become a creature of the forest through virtual reality. The 3-D in Avatar is by far the best I've ever seen. If you want great 3-D than Avatar is the way to go. James Cameron is the King of the World and if I were him I'd simply retire because he has made a great movie, too great really. All other Sci-Fi epics pale in comparison to Avatar. Stephen Lang's character is a better villain than Darth Vader...","
            10/10
            "
"Avatar","peacecreep","16 February 2010","I saw it. I bowed down to the hype and went and saw the mighty Avatar in 3D IMAX. I am supposed to like this movie, right? Well, the first hour was great, the 3D effects were very trippy and the film contained the only convincing CGI I have ever seen. Up until now I have found CGI, for the most part, laughable. Once I got used to the 3D- and the hardcore corniness kicks in, I found the film almost unbearable. I know Cameron is making a film to appeal to the lowest common denominator- but some of that dialog was inexcusably bad. Sure, dumb it down for the masses- but not that far down! The repeated love affirmation ""I see you"" being an example. I'm guessing he had to use terms a simpleton would use because he was already counting his dollars as knew he would eventually have to dub the movie in every real language out there. Another complaint: Even though the supposed bad guys in the movie were American military and mercenaries- I still thought they managed to glorify imperialist violence with all the ""kick-ass"" bravado and the subtle inspirational music during attack on the big tree. I'm sure most kids and meat-heads in the audience were thinking ""yeah, burn that hippie tree down and its kill those Blue Man Group kooks."" Also, I can't help but wonder if people truly enjoyed the barrage of quantum psycho-babble that infected the movie like a virus. I admit that Sigourney Weavers little speech to Giovanni Ribisi about the network of energy being alive was mildly interesting- especially when found in a blockbuster. But were people really feeling the Na'vi's cross-legged arm to arm spiritual rejuvenation dance? I found it silly. I did enjoy exploring the Na'vi world and of course the psychedelic colors of the forest and dragons were amazing to look at. But as the minutes worn on and it became yet another hour long good vs. evil battle sequence I had had enough. Been there, done that, don't need to see it again. But the nail in the coffin of me basically disliking the film was the god-awful saintly forest song as the credits rolled. Did you hear that ""music""? Did they still have to try and shove the quasi new age ideology down our throats even after the movie was over??????? I think not. I found it offensive.","
            10/10
            "
"Avatar","DonaldDooD","11 September 2014","Man, how life changes. 5 years ago, in the theater, I really liked the movie. Half a decade later, I catch an FX screening on cable. Darn, did my rating this time around drop. It could be my refined tastes, or the increased abundance of CGI. But this re-watch convinced me that, unless the sequels are amazing, Avatar will be forgotten as CGI technology improves. At least it deserve to be. :/ Nothing about the plot or character stands out as unique (beyond the setting) or realistic. The themes of prejudice, war, and environmentalism have been done to death. Of course, practically anything can be great with good writing, characters relateable to the human condition. But no. The characters are universally stock and bland. There's the good, native aliens and there's the evil, modern, greedy humans. There's no shades of gray. A film that runs 161 minutes should have more depth than this. Oh, and let's be honest: nobody actually believed the main romantic interest...did they?Why don't I hate Avatar? Well, because visually, it is a beautiful movie. The CGI is very good and used abundantly. Its practically more of an animated film than ""Who Framed Roger Rabbit?"". It does a great job at portraying an alien jungle, its inhabitants, and the sci-fi elements. The battle scenes are alright.I'd only watch it if you're really attracted to its style. As the years go by, there will be more and more movies that can match Avatar's specs. Sooner than later, Avatar will be average and forgettable. Its already surprisingly ignored for the highest-grossing movie of all time. Without its effects, its completely derivative, so I wouldn't recommend it highly.","
            10/10
            "
"Avatar","sherhendriks-08575","26 July 2019","I can not wait for part two, this movie is brilliant!","
            10/10
            "
"Avatar","chrishaydon_63","18 December 2009","Some directors go 'further'; some push the boundaries of controversial subject matter, some strive for a new means of expression, some are desperate to make ground-breaking content and others will do anything to be original and unique. Whatever these directors try for, they all dip their toes in the deep end of the unknown pool, and James Cameron is no stranger to these foreign waters.Cameron's filmography is far from a sad story; he is responsible for some of the most technologically advanced and brilliantly original cinema Hollywood has ever seen. From 'The Terminator' (1984) to 'Aliens' (1986), from 'The Abyss' (1989) to 'Titanic' (1997), he has always strived for more than the average Hollywood mega-director, and his latest picture, 'Avatar', looks set to follow in that same path. The film has already been said to be the most expensive film ever made, costing a whopping $237 million, it boasts the latest gadgets and technology, using High Definition cameras and ultra-sleek CGI, and it's been labelled by many as ""the future of cinema"". So, bearing all of these points in mind, Cameron has got a lot to deliver to a very hungry holiday audience, much like he did with 'Titanic'. He succeeded in '97, but will he strike gold again in '09?The film follows Jake Sully (Sam Worthington); a paraplegic ex-marine who's been asked to take over the role of his late brother in an 'avatar' experiment. This means that his DNA is genetically developed with another being, to form a second life. He's sent undercover to Pandora; a beautiful moon soaked with luscious foliage and filled with mesmerising creatures. His boss, Colonel Quaritch (Stephen Lang) has set him a mission; he must bond with the natives of the planet; the Na'vi. Once he has bonded with them and gained their trust, Sully must obtain a mineral that lives on their planet. This mineral sells for millions of dollars in the United States. But when Sully meets Neytiri (Zoe Saldana); a native of the planet that blossoms with beauty, courage and ruthlessness, he becomes attached to her and the Na'vi people. Now Jake is torn between his mission and his orders, and the planet and people that he learns to love.So, $237 million and 162 minutes later, what are we left with? We are left with one of the most beautiful, captivating and emotional roller-coaster experiences that 2009 has offered us. It totally blew me away, more so than I ever thought it could. Not a one moment are you taken out of the film; the audience is locked in for the film's mega duration, which passes by so quickly. Packed with dazzling CGI and mouth-watering cinematography, 'Avatar' most certainly is the future of American cinema. But it gets better; rather than all the throw-away blockbusters Hollywood has offered us this year, the film's life is in the narrative and character development, rather than the green-screen technology and gizmos. It's not just an attraction on the eyes; you are actually involved with the characters and the overall picture.The planet of Pandora is quite possibly the most stunningly gorgeous thing to grace the silver screen in years. It's plastered with radiant colours, wild flowers, twisted trees, crushing waterfalls and jaw-dropping mountains. I would have happily watched the film even if it just toured around this new world.The film is completely action-packed too; sporting some of the most mesmerising and memorable battle sequences. The fights between the Na'vi and the RDA (Resources Development Administration) are champion.The film also features stellar performances; Saldana is fabulous as Neytiri, Sigourney Weaver is excellent as always in her role as Dr. Grace Augustine, and Lang steals the show as the relentlessly evil Colonel. 'Avatar' is an ultra-brilliant package of proper film-making, and Hollywood glitz. Cameron has had this film is pre-production since the mid '90s, and it's so obvious how much he cares for this picture. Everything is perfectly placed and works accordingly.I'm hard pressed to find any problems with the film; the only thing I would have liked is if it was released in the summer, at least that way there would have been one summer Hollywood hit that was worth watching. But, nevertheless, this film should and will do tremendously at the box-office over the Christmas period and rightly so. Cameron deserves his praise for this picture, because 'Avatar' is so much more than a film, it's a cinematic experience.If you see any films this holiday, make sure this is one of them.'Avatar' is a modern masterpiece. See it.","
            5/10
            "
"Avatar","MACarter214","7 January 2010","""Ok, I get it."" That's a phrase I found myself saying an awful lot during this 2 1/2 hour computer game that was as painful to the brain as it was to the eyes.First, let's get the obvious out of the way. This film was expensive, in that it cost so much money to make you could solve at least one state's budget crisis with it. So why did it look like it was nearly all conceived on a computer? Not since the ""Star Wars"" prequels has the ""fourth wall"" ever been so demolished. Never once did I care about the characters or believe anything the actors tried to do because I knew it was completely artificial. Hell, people still complain about ""Waterworld"" being overpriced but at least people actually got off their duffs and did some real film shooting! This whole project stinks of imported bottled water and soy lattes. This film is the pinnacle of Hollywood overkill. An overblown, overpriced, overindulgent eyesore of a movie with a ""message."" Oh yes, the message. Underneath watching the latest in nerd fantasy-fulfillment with its CGI, is a liberal-minded jackhammer drilling into your psyche about the evil of American corporatism, military culture, and rich white men's greed. The noble intent of getting its audience to care about the environment is done in the LSD-esquire rainbow cornucopia of every Native American and African stereotype imaginable, all set to an ""oweyo oweyo"" New Age chorus that makes one actually pine for the sweet sound of the Jonas Brothers. I say this as a die-hard independent who has as much to say about environmental awareness as anyone with a college education, but the caricatures painted here border on MSNBC-levels of leftist philosophy. The bad guys are the Republican racist military and corporate oppressors, who refer to our heroes as ""tree huggers"" and the alien Navi as ""savages,"" and see their violence against them as ""fighting terror with terror."" I'm not kidding, they actually use soundbites from the last decade as part of the script. One character actually refers to the military attacks as ""shock and awe."" If you don't want to heave from the vertigo-inducing sweep of the completely sterile computer-created world of Pandora, the dialog will surely get you to bending over the toilet cursing the day you ever thought this was worth even half its price tag.See, there was a movie made very recently that dealt with valid socio-political issues that was full of interesting characters and top-notch CGI at a fraction of ""Avatar's"" cost. It was called ""District 9"" and if you haven't seen it, do so and then come tell me what you thought of ""Avatar."" Because the former film was able to show the evils of racism without painting its characters as one-dimensional caricatures. It showed that greed knew no color boundaries, and that you can combine action with a message and not be beaten over the head with it.I would advise people to avoid this film, however I know that is next to impossible. This has become the new ""Titanic,"" where seeing it is not only an option, but a requirement with some groups of people. I like to refer to those people as ""STUPID.""","
            10/10
            "
"Avatar","Hyperboievr","20 December 2009","Avatar, set in the far future, is the story of wounded ex-marine Jake Sully (played by Sam Worthington). Sully is handicapped and cannot walk anymore, but is offered a deal that would change his life forever. Space travel is common and a mining mission is employed on an alien planet known as Pandora. The planet is populated by a race of indigenous and environmentalist extraterrestrials known as the Na'vi. Their main village rests upon the richest deposit of the substance that the humans are trying to mine, but the population simply refuses to re-locate. Colonel Quaritch (played by Stephen Lang) introduces Sully to an operation in which he will control an external body called an Avatar, which is his DNA mixed with the DNA of a Na'vi. Sully's Avatar is transported to Pandora in an effort for him to befriend the Na'vi, gain their trust, and eventually find a desire that could get the aliens to relocate. While learning the Na'vi culture and language, he bonds and falls in love with Neytiri, the daughter of the Na'vi king and queen. Sully switches sides and eventually joins the aliens in a fight to save the stunning beauty of Pandora.One word may have popped into your mind after you read my plot summary: Pocahontas. Yes, Avatar does draw many parallels to the Pocahontas legend, and simultaneously embeds strong environmentalist messages into the story as well. The story was not the most original ever created, and it is not meant to be. The simplistic story adds to the epic tone of the film that slowly creeps its way in as the climax builds up to its finale. It is true that the plot is something we have all heard about, but never has it been presented in this manner. By the end of the film, the satisfaction one garners after the grand finale exceeds that of every Lord of the Rings film. This is classic storytelling, in James Cameron's simple yet powerful directing style. Although Avatar may seem like the average action flick of today, many of Cameron's old-time trademarks are clearly evident. There are plenty of rolling feet shots, notorious one-liners from villainous characters (like those found in Aliens, True Lies, and Terminator 2) and the action flows very nicely in true Cameron style. The writing was also very nostalgic. Cameron does not rely on complex, mind-wrenching dialogue to tell his story. The romance was well written, and character development is clearly evident as Jake Sully undergoes his transitional phase on Pandora. Some people criticize this Avatar's dialogue for coming out as a bit clichéd and ""corny."" I honestly would not have enjoyed the film if the dialogue tried to hard to be revolutionary. An epic adventure like this just needs powerful acting behind the lines to work, and in that area, Avatar delivers. Sam Worthington is great and this film is yet another great example of how the Australian actor is quickly becoming one of the best and prolific actors of this generation. Zoe Saldana brought the bold, strong, and fearless character of Neytiri to life. She served as a great love interest character and her Na'vi background helped enhance how valuable of a character she is. Sigourney Weaver's performance as Grace Augustine, a botanist who specializes on Pandoran plant life, is also great as one can expect from her. The villainous Colonel Quaritch was also a fantastic character thanks to Stephen Lang's absolutely powerful performances. Cameron implemented a wonderful and fearless villain into the film and every character (including the wildlife of Pandora) stood out on it's own.I cannot find words to describe the visual impact of this film. Breathtaking, phenomenal, and amazing are all understatements. The amount of painstaking effort put into realizing the world of Pandora really paid off. The entire alien planet, including the Na'vi characters, is computer-generated, yet many shots would make the viewer wonder where they shot the film on location. New and extensive performance capture techniques were created for this film. Cameron improved upon previous motion capture methods that were used for characters such as Gollum (The Lord of the Rings) and Davy Jones (Pirates of the Caribbean) in order to make his computer-generated characters more life-like. The Na'vis convey real emotions down to the very small muscles on their faces. The attention to detail was so carefully handled that you do not worry about things being over-the-top. You simply believe that the setting is there and the characters are undergoing a huge conflict within it. The design involved in the film was astounding and a lot of caring dedication was put into the character designs. A full phonetic language was designed from the ground up for the Na'vi civilization, in addition to a full background lore and mythology for the population. The animals look like ordinary animals at first glance, but when you see them up close with repeated viewings, you realize how alien they are. The predatory creatures that dwell in the forests of Pandora look absolutely menacing, and the dragon-like Ikrans serve a great purpose in the entire movie. James Cameron, along with other top-notch artists like Neville Page (of Cloverfield and Star Trek fame) and others from WETA Digital created a new world full of wildlife, plants, geographical locations, and a humanoid population. Pandora is simply a living and breathing world that is truly a sight to see in which the 3D effect greatly enhances.Avatar is a film experience that will be remembered for years to come. James Cameron has succeeded once again in creating a wonderfully entertaining film with the perfect balance between love, action, and mild comedy. In addition to this, the director has taken another step in upgrading the way we watch films in the future.","
            10/10
            "
"Avatar","dorrianstephen","17 December 2009","This film is simply extradionary. nothing compares to it, Cameron has created an entire new world, with new creatures and even a new language.The story keeps you intrigued, you don't notice the 2 and a half hours and the battle scenes are simply sublime.i read a guardian review before seeing the film that gave it 2/5 and likened it to aliens but he should be fired from his job, really cant understand how anyone can not like this movie, even my gf who said it looked crap and they were smurfs ended up loving it and has agreed to see it again next week with me. The 3D doesn't go for the gimmicky pop out of the screen at you but instead just adds to the experience in a subtle way.A lot of people are jumping on the bandwagon saying how amazing Cameron is cause they have seen titanic, i loved Cameron's movies before i knew they were his. By the time i was 12, T2 and Aliens were my 2 favourite movies of all time before i even knew anything about directors etc, now avatar adds to that list.Quite simply see this movie, it is most definitely one that you will need to see on the big screen preferable in 3D for the full experience and if you don't have a blu ray player by the time this is released on DVD? GO GET ONE!","
            10/10
            "
"Avatar","Habus","23 July 2010","PREAMBLE: This review has been deleted. It was done so based on another user suggestion. I'm not sure why, so I deleted some dirty words that might offend some ""users"". I'm reposting it now with slight changes and some notes in brackets {}.I'm not going to try call the art 'where are thee?' because Avatar isn't trying pretend to be deep anyway. However I'm very concerned about the amount of the 10/10 reviews here at IMDb. It probably shows something. People don't think anymore, they want candy. So they got it. But you can't feed on candy only, you know. At the time when I'm writing this review, Avatar sits on the 24th position of the TOP250, between 25th Silence of the Lambs and 23th Once Upon a Time in the West.OK, so what's wrong? Story - Main character, Jake, infiltrates a tribe of aliens on some planet. This tribe resides on the source of some highly expensive mineral. The tribe must be wiped out because of it. Jake starts to like his new friends, because they seem to be cool and in harmony with their nature. He also fell in love with female alien, Nscho-tschi, er... Neytiri. Battle between humans and aliens. The end. -- Well, not only has been this around thousand times over and over again, but it (go figure!) might have taken some bits from the history as well. Dances with Wolves have been mentioned in some reviews and I can think of even more accurate example - Enemy Mine (1985). Wiping the native Americans was a damn shame from any angle, but please, we all have got the point that it was wrong, OK? Get over it and don't breed the hate among the... {offensive words removed}. If you need some movie history lesson from this area, go see the Little Big Man (1970), the plot is exactly the same, only you won't need the 3D goggles.Script - None. The pattern could have been written by anybody, who has seen the standard action flicks. First few minutes, we get the direct explanation about what, where, who and why. And you know this type of explanation, right? Actors talking to each other and explaining the situation, like they never met before. The lecture from Parker Selfridge (Giovanni Ribisi) given to Dr. Grace Augustine (Sigourney Weaver, why?) in their first dialog raised my palm to my face. The intellect of the audience has been lowered down again. Then standard romantic part with a twist in second part, the main character is obviously the chosen one, because some force says so and of course we have a baddie from the army and the stupid leader who just wants money too. The aliens win the final battle and the lead character becomes one of them. Duh.Actors and setting - Who the hell need actors when we've got CGI? I was in the theater with my brother, who plays computer games a lot. After we came out of the building, he named me several things, which have been taken out straight from several PC games, like Command and Conquer, Heroes of Might and Magic, Warcraft and so on. So another rip-off.Visual effects - You've got this right. But wait another 20 years. It's like silicon breast. Now it looks good on your 20 years old body, but wait another 20. I still can't believe the score on IMDb is based solely on visual effects. It's so wrong! I have a theory about the whole thing. I think Cameron has been paid a fortune to do this. Why? Let's say the movie entertainment industry has a problem, that people don't go to theaters anymore, because they can watch movies from home, especially when they can get it on piratebay, right? So the industry needs a new type of movies. Movies with lame story, lame script, lame everything, but top CGI, 3D, IMAX, ultra-mega-realistic screening, so the movie downloaded from the internet is, in fact, useless. I've got nothing against this strategy. I don't give a damn about these mindless flicks, but they just don't belong among the TOP250, that's why I went to see Avatar. Out of curiosity. And my jaw did drop. From a shame where the intellect of the majority is going. I'm also ashamed that I went there and paid the money to see it. It's utterly trash. {section with ""dirty"" movies has been removed}0/10.","
            1/10
            "
"Avatar","rajandey","18 December 2009","Avatar is a beautiful and amazing movie on humans that set their feet on the planet of other creatures, the na'vi. The story is really gripping and the way the story has been told is award deserving. James Cameron is back with a bang after nearly a decade, and what a jump he has made of genres. From a romantic drama called Titanic, to a pathbreaking cinematic 3D experience called Avatar.While watching this movie, I was so involved with whatever I saw, just like Jake Sully, I started connecting with the world of the Na'vi, and felt anger when the humans starting demolishing it. This is the magic and affect of the storytelling of James Cameron. He uses the complete first hour to make the audience connect and create love for that earth-like world of the Na'vi, the creatures on the planet and the beautiful nature.The way James Cameron has written, handled and directed the story deserves accolades and awards, I have never felt this amazed by a movie before. Performances of the movie are of A+ class quality, even though the movie does not have big names yet, the characterisation of each and every actor is completely in sync with the characters of the movie. Sam Worthington has done a commendable job as Jake Sully, he is very convincing, and has honest expressions. Jake in his Avatar form is absolutely lovable, and has been executed perfectly. Zoe Saldana as Neytiri is beautiful, she truly looks like the princess of the race, and has done a remarkable job. The supporting cast is absolutely wonderful and very impactful.The dosing of humour is perfect, not too much, and not too less of it. The 3D special effects are a milestone in the history of 3D cinematic experiences. Never has any special effect involved me so much. The natural environment looks astonishing and absolutely beautiful, the way production has been designed is very peaceful. The creators of the exterior of this movie have done a commendable job.All in all, I can't describe my feelings for this movie in a review. You have to see this movie with your own eyes, you have to experience it in order to understand what Avatar has to offer. Go watch it, I guarantee you will not be disappointed. Avatar is quality product in all perspectives, a milestone in the history of cinema. Thumbs up!","
            5/10
            "
"Avatar","Digory","18 December 2009","James Cameron's Avatar is the reason why I love movies. Avatar revolutionized my viewing experience once more just as Star Wars did.Starting with the plot and characters, others were right about the lack of originality in the story and some underdeveloped characters. I thought the characters weren't for us to know them but to 'feel' them. It was as if I was with Jake and Neytiri every step of the way, it was like a 'bond' as one of the movie's many themes suggests. I thought the story was told very well.I haven't seen Dances with Wolves but I could compare the film's story to Disney's Pocahontas. You could easily point out who is mirroring who and pretty much what's going to happen to them. Still, this was executed wonderfully that even if you knew where it's all going you still feel the thrill. Somewhere in the middle I lost my way for a while then quickly got back as things started heating up. I pretty much understand now why some people didn't like the movie for it's plot and character development. Overall having seen it my way, it's Epic. Acting is credible on both the live and computerized characters. The indigenous Na'vis looked and acted so real that you'd sometimes think them as better actors than the real ones. Not that the real actors did a bad job or anything like that.The visuals are nothing I've seen of before. I almost forgot to take a breath, my brain was stimulated to the awesomeness that is Pandora. A very unique and memorable experience. Ten years in the making resulted in nearly flawless detailing. It's worth every buck. This isn't just eye candy, it's an eye buffet.","
            8/10
            "
"Avatar","Kirpianuscus","25 June 2016","high technology. imaginative director. tasteful cocktail of myths, ecology and defense of basic values of human kind. against every critic, it is an amazing show. seductive, touching, maybe not profound but convincing. it is easy to blame it and it is easy to proclaim it as masterpiece. if you ignore its purpose. because the film has the admirable virtue to propose new measure unit in cinematography. than - to give the best image to a lot of problems of every day news. not the least, to give a challenge. to public, critics and cultural media . and that fact is the only important. because, fan or enemy of Cameron vision, it remains not easy to ignore. because it represents a new mythology, inspired mixture of elements from Sci Fi and old fairy tales.the only problem - maybe Sam Wortihington. but, in few decades, each error becomes a virtue.","
            8/10
            "
"Avatar","MoviePopcornCostsTooMuch","12 January 2010","There's enough reviews, my only complaint is a major technical one that you would think Cameron would have noticed given that he went over every frame of the movie a thousand times. Why are the Avatars approximately 9 feet tall for the entire movie (you get a good idea of their scale in the first scene when he wakes up in his new Avatar and breaks out of the lab. The Avatars are 3-4 feet taller than an average human) THEN - in one of the final scenes SPOILERRRR!!! When the Avatars are lined up in a row and overseeing the humans marching onto their ship to go back to earth after the Avatars win the war, the Avatars are MORE THAN DOUBLE AND LOOKS LIKE TRIPLE THE SIZE OF A HUMAN!! There's one shot and Giovanni Ribisi's character looks like he's looking at a cloud. I think the artists got the perspective wrong or something. Humans barely come up to the knees of the Avatars in this one scene but in the hand to hand combat scene between Worthington's character and the Colonel guy they're reasonably close in size. This is my only review of the movie other than the story is far more simple than I expected. I judge a movie by whether or not I would see it again and I doubt I would see this again.","
            8/10
            "
"Avatar","jimw-63592","9 May 2017","This movie has already been made, it's called Dances With Wolves. Think about the two movies and you will know what I am talking about. It's also way to computer generated for me, it looks fake and stupid. It reminds me of Star Wars 1-3. The Cameron magic failed in this lame movie. There was really nothing about this movie that I liked except that Sigourney Weaver was in it.","
            10/10
            "
"Avatar","TxMike","11 May 2010","James Cameron has done it again. He surely knows how to make a movie that captures the fancy of viewers of all ages and from all walks of life. While the actual story is good, its only novelty is that it is based on the distant planet Pandora, and visitors must be put into a cryo-cooled state for the long journey, then awakened upon arrival. Other than that it is a standard story of peoples from different backgrounds with an unlikely love story interwoven. Think Pilgrims and Natives, John Smith and Pocohontas, Romeo and Juliet.It is set 145 years in the future, 2154. The ""hook"" in this movie is the creation of the hybrid Avatar, which has both Earthling DNA and Pandorian DNA, so the resulting being, grown in large pods that simulate development in a womb, emerges fully grown, and is very tall and blue. But this Avatar can't function on its own, it must be controlled by its Earthling, the one whose DNA was used. The Earthling enters a special compartment, and via special electrodes is able to see through the Avatar's eyes, speak through it, run, fight, and everything else through it. But when the Earthling is disconnected the Avatar falls into a deep sleep and remains that way until the Earthling activates it again. This can be tricky!So why are they doing all this? One, to study the Pandorian race, whose atmosphere will not support Earthling life without a special breather. So the Avatar solves that problem. But there is also a rare metal, Unobtanium (I chuckled at their choice of that name!), which is desperately needed on Earth, but the richest deposits are in the ground under and around the Tree of Life where the Pandorians have made their main home. The peace-loving scientists want to gain Pandorian cooperation to have them move, but their religious connections make that unlikely. The competing group are military and their motto is, if they won't move peacefully then lest blast them out of there, let's incinerate them.The main character is a crippled man, Sam Worthington as Jake Sully. His identical twin brother was to control the Avatar Jake, but unfortunately was killed so Jake, having the same DNa, made him a match. But he had missed the special training. His love interest is the Pandorian, Zoe Saldana as Neytiri. Sigourney Weaver is the site scientific leader, Dr. Grace Augustine, and she has her own Avatar.The militant leader is Stephen Lang as Colonel Miles Quaritch. And the commercial leader, pushing for something to be done is Giovanni Ribisi as Parker Selfridge.The animation is superb, the motion-capture technology, which was NOT part of the DVD extras, must have been exotic to enable them to make such realistic looking characters. You really forget you are looking at animation. I didn't care for the extreme fighting and military action in the last act, but overall a very good movie.SPOILERS: It looked like the militant Earthlings were going to be successful in destroying the Pandorians and their society. But Jake, getting to know them, turned his talents to help the Pandorians who ultimately prevailed. Then, at the end, a way was found where Jake would fully inhabit his Avatar, and the old Earthling Jake would die. He ended up as a Pandorian himself.Update DEC 2022: My wife and I just watched it again at home on BluRay, after 12 1/2 years. While we knew the overall story much of it was fresh after all those years. I couldn't help thinking of the Russian invasion of Ukraine in early 2022 and the parallel to Earthlings invading Pandora to get valuable Unobtanium.","
            5/10
            "
"Avatar","davispittman","7 July 2018","Okay so I wanna talk for a minute about James Cameron. James Cameron is one of my all time favorite filmmakers ever, he is proven to be a true master at directing films. Look at his body of work and you shall see, it really speaks for itself. Avatar is a masterpiece in many ways to me. There's the amazing special effects and visuals that were so revolutionary back at the time of it's release in 2009. And those visuals really are incredible, seeing Pandora and all it's illustriousness is so enchanting. The effects pull you in, and the talented actors keep you interested in the captivating story. The actors really do a great job here, Zoe Saldana, Sam Worthington, Sigourney Weaver, and Michelle Rodriguez all give it their all here. The characters are likable and the film makes you care about them and root for them. The story is kinda predictable i guess, meaning there aren't a whole lot of big twists, but that's ok by me because the film is done in such a magnificent way that it doesn't need anything like that. Bottom line: this is a great story told by talented actors and illustrated with spectacular visual effects. There are also moments of real emotion here, and that's due to the depth in the characters. I 100% recommend Avatar to any and everyone! I'm so excited for these sequels!","
            10/10
            "
"Avatar","myportal28","19 January 2010","Experiencing this movie, in Imax 3-D, was simply the best movie experience I have ever had. It is great that there is a lot to say about movies but this should be the fist and most important thing. What did the experience of watching evoke in you? I start this way because I have been reading very much about this movie and I have heard so many perspectives on it that I almost lost the direct feeling of it. Moreover the fact that It is being spoken about so much is to me another indication that this is an important and intriguing film. Of course attention in itself it not an indication of value, but it becomes apparent soon that the discussion is very widespread and represents many views that already are inherent to our society itself. As soon as this criterium is not met we should be aware what this movie is trying to do with us or with a certain group of people. From my point of view such a discussion is not going on and what is going on is a fair and multiperspectival approach to a deeply intriguing and moving cinematic masterpiece (even though the last word of this sentence is a bit more personal).Having said all that what is left now is for me to present my contribution to the ongoing dialogue. As one might have guessed I am very positive about the movie and not only because it was a great experience in a 3-D movie theater. This movie clearly has a message that our world needs. The consciousness that wants to aggressively dominate and control the world around itself for the purpose of profit regardless of the consequences for the world of nature, life and living beings is being defeated in here. And it is defeated by the conscious choice of beings living by natural law, by other beings abiding the ways of the spirit of the planet and by the very command of this planetary spiritual will itself. As such this storyline is a simplified but direct representation of processes playing out on the face of earth nowadays where the aggressive military-industrial (american) way of control and manipulation is being defeated by conscious processes on various levels of existence.My wholehearted thank goes to James Cameron and his crew for this fantastic tale of life, love, victory and hope. Thank you for creating this and good luck with all future endeavours (which I am looking forward to).","
            10/10
            "
"Avatar","moonis-mohammad","20 December 2009","James Cameron did it again after 11 years of Titanic. His new directorial venture Avatar is simply masterpiece and sets a new standard in film making. However the story is bit inspired from Pocahontas kind of situation but this has been compensated by fast paced presentation of each developments & twists. I was in awe how 170 minutes passed because of crisp screenplay.The visual effects are perhaps the best since Lord of the Rings. On acting side, Sam Worthington as Jack Sullivan was convincing. His positive aura and decent look worked well. He is actor to watch out. Sigourney Weaver and Michelle Rodriguez were also did there job effectively.The lush vegetation and ferocious animals of Pandora were breathtaking. Everything looked so real. The sound effects were also something I haven't experienced before and I liked.The entire credit goes to James Camroon and only James Camroon. The film does live upto its expectation. What I liked about Avatar is that it has mass appeal. Everyone from elders to kids were enjoying and clapping in the theater.Please don't miss this one in theater as big screen is better for this big venture (in terms of content and not budget).","
            10/10
            "
"Avatar","katrenne5","19 September 2022","I saw this five times in the theatre, and I truly feel you can only get the full cinematic experience on the big screen. Seeing this movie in 3D was the topping on the cake. If you know, you know.I feel if you watch it for the first time on tv it will not be as impactful. It's still a phenomenal movie, just not as mind blowing.This is my favorite movie in the world! Emotional, action packed, suspenseful! It has it all. Watch it and take notice to the true beauty of this film.If you are someone who gets bored easily, fear not, for it shall pick up after the first 30 minutes then capture your mind.",NA
