"Usernames","Reviewer_Date","Reviewer_Content","Rating"
"chrnappa","16 August 2021","This is certainly the best zombie film I've seen. Like most such films, this one avoids the classic but little-used-now voodoo or necromancy explanation for the reanimation of the dead, but unlike most others it does give an explanation for the phenomenon. This could have taken up half the film and weighed it down considerably, but the writers introduce it through a few deft touches which both explain what is happening and fuel the tragic plot. The cast does a good job (from what I can tell without knowing Korean), and both the action sequences and quieter moments are engaging.Horror fans will mostly like this, but it should appeal to others too, since its central characters and their predicament have universal resonance.","
            10/10
            "
"Omid_M","3 July 2021","All in all, this is one of the better horror/survival movies I've seen. It has an overall great story and is filled with great emotional moments. Also aside from some cheesy moments the story is sorta clever and includes a really good roster of characters with lots of zombie action.","
            8/10
            "
"mjp78","28 September 2018","""Train To Busan"" is everything ""World War Z"" wasn't..","
            10/10
            "
"TheRedDeath30","20 March 2017","I know. I know. If you are anything like me, you are sick to death of zombie movies. Many will rise to defend the sub-genre of horror. After all, there are only so many tropes and monsters that you can explore. In the same breath, one could say you are tired of vampire movies or ghost movies, but the fact is that I would say I am tired of all three. Maybe ""tired"" isn't the right word. I am skeptical. I have seen the originals that created the structures, the next wave of zombie films that re-defined what you could do with it, then every twist on the genre directors could come up with, from comedies like SHAUN OF THE DEAD to dramatic presentations like MAGGIE. Mostly, I am tired of every indie film maker with no better idea then to do a zombie flick devoid of imagination. So, it really takes a lot to impress me at this point, which makes it all the more surprising that TRAIN TO BUSAN is able to do just that.There are two major things that make this movie work incredibly well, the action and the characters. The action elements of this movie is what will get it attention from the largest segment of audience. The fact that this is the first live-action film for the director is even more impressive. He cut his teeth in animation and it definitely shows. The movie has a kinetic sense of action and pacing that is straight out of an action cartoon. The movie feels almost like a comic book or cartoon come to life, in many ways. I could make many bad train puns here, but the movie feel like a ride on a steam train. It starts off slow and plodding, setting up the story, the characters and the angles and the movie slowly picks up more and more speed, until arriving at a fever pitch towards the end. That action is gripping and once it hooks you in, it doesn't let go. You will be on the edge of your seat as the movie takes you for a ride.I said, earlier, that the action would hook the largest audience. Plenty of people just want an action-packed film and there is nothing wrong with that, but I know my friends in the horror intelligentsia will want a little something more on their plates, and this movie does not fail to deliver in character. The plot is pretty straight forward, zombies on a train, but what makes the movie really special is the characters. The plot revolves around a workaholic dad who agrees to take his young daughter to see his ex- wife. We see that the two have a very strained relationship, which naturally evolves through the course of the film. Along the way, we pick up additional characters. There is the drifter that portends the action and plays a pivotal part. The tough bruiser and his pregnant wife, who are important pieces in the relationships that will develop and prove to be much deeper than they appear in the surface. There is an a*hole businessman, who will sacrifice anyone to save himself. To a less defined degree, the baseball player and the girl who wants to be his girlfriend, who aren't as fleshed out as other characters, but provide a few interesting scenes.Many zombie purists will not like the direction of the zombies themselves. At the risk of incurring the endless, tired debate of which are the best zombies, you could argue these aren't zombies, at all. They are ""infected"". They are much closer to rabid, chaotic horde of the DAWN remake, or more so, WORLD WAR Z, than the shambling undead of the original DAWN OF THE DEAD, or even THE WALKING DEAD. That last comparison is an interesting one. For all the people on social media complaining that the popular show is too slow, too boring, too talkative and there isn't enough focus on the zombies, this is almost the antidote. Full of action and full of zombies.The movie has two big things going against it for a western audience, it's sub-titled and it's another zombie film. For that reason alone, many will avoid it. They would be doing themselves a big disservice as this movie is one of the best of last year and a great modern zombie flick.","
            8/10
            "
"The_Professor_Scary","17 July 2022","""Train To Busan"" tells the tale of a father trying to take his daughter to her mother. They board a train to make the journey. Also on the train are a man with his pregnant wife, two teenage sweet hearts, a pair old older women; a street person and an executive, As the training is leaving - the zombie plague erupts. A person who had been bitten by the zombies manages to get on the train.That is when it all goes to hell. She turns, and then bites someone. Before long, half the train have become zombies, while the rest of the passengers fight to survive.Zombies come from everywhere, falling out of the sky, bursting through windows and doors; and seem to erupt - like a volcano spuing out larva.Hats of the the little girl who was so convincing as she displayed so many emotions like a professional acted who had been doing it for years.Zombies - so many zombies.The move is set at a very fast pace, well acted, great effects, and a very simple story line.A great movie.","
            8/10
            "
"witster18","14 December 2016","It isn't perfect. Some of the CGI could be tightened-up just a bit. THere.That is the only criticism I can think of.""Train to Busan"" is a superlative zombie film. Most films in this genre suffer from unrealistic and inconsistent moments. Well, it's a zombie movie so I guess calling it unrealistic is a bit moronic, but you know what I mean. The zombies acting inconsistently, or other stuff that just doesn't make sense. No character arcs, or many unfinished subplots and forgotten references also seem to be common weaknesses with these types of films. NOT HERE.This film does nearly everything flawlessly. It does follow a cookie-cutter template, but the Koreans follow that template and create a near perfect zombie film.The pacing is fantastic. The set-up is slow and methodical but effective, the build-up accelerates like a ZR1, and the stretch run has you glued oooey-blueey to the flat-screen. The characters are perfect, blending seamlessly and falling perfectly into the storyline of the film. The main roles are acted to perfection but I keep going back to the consistencies of this film that make it so great. Every moment when I anticipated an inconsistent action or scene - it failed to come. Instead, it handles every transition, every character, and every zombie tradition with painstaking care. The actions of the zombies and characters, and the timelines, set-structure and locations are laid out perfectly.Now, I'm sure there are many great films to come on my 2016 watchlist. I have 47 of 89 films still to watch, and many of the higher anticipated films are sitting in the un-watched portion. But, for now, ""Train to Busan"" joins ""Hell or High Water"", ""Deadpool"", ROgue One"", and ""Zootopia"" as my favorite films of 2016 so far. It's right in the same class as ""28 Days Later"", ""Return of the Living Dead"", ""Shaun of the Dead"", and ""Pontypool"" for me. Truly. An instant rewatch. A next day Blu-ray purchase(if avail today - hmmm). The film, despite some small CGI shortcomings, is better than most in that respect, and the overall look is still great. The film doesn't tackle some of the normal eradication subplots, and I think the movie is better for it. While the template might be basic, the execution and flow is anything but.This is one of the best Zombie movies ever made. I wouldn't be surprised if this 7.6 current rating climbs a nitch and settles around 7.7-7.8. It's a solid 8/10 for me, and may honestly be the best zombie movie I've ever seen. It certainly gives ""Night of the Living Dead"", and a couple of others(ROTLD,SOTD, PONTY, 28, DOTD,RE-Anim) a run for their money.Flat-out AWESOME zombie-flick. If this is your bag - I would save the rental money and just buy it - you won't regret the decision or the savings.No need for a ""you'd like this if you liked"" list... 84/100It's not scary... it's just really, really entertaining.. and makes recent American Zombie flicks look pretty awful if you ask me.","
            8/10
            "
"masonsaul","10 November 2020","Train to Busan is a ridiculously tense horror that's scary, visceral and surprisingly emotional with effective social commentary. Gong Yoo, Ma Dong-Soek and Kim Soo-Ahn are all incredible. Woo Sik-Choi, Jung Yu-Mi, Sohee and Kim Ui-Seong are all great. Yeon Sang-Ho's direction is superb, it's extremely well filmed and superbly paced, relentlessly tense until the very end. The visual effects are fantastic and the music by Jang Young-Gyu is excellent.","
            8/10
            "
"marmar-69780","21 July 2020","Train to busan was a great change in a already very stoic and familiar formula and koreans were able to make zombie film to feel brand new and fresh,that is maybe because we are not watching some random people fighting the infected on a streets on some city but rather we feel connected to all characters that are put in a very awkward situation in a very claustrophobic train,when we talk about fight scenes and chases they were made in a very good way,acting was also very good expecely since this genre isnt know very much for great acting,in movie there were two great scenes that i will remember for some time,first one is in beginning with deer and second one when infected were trying to climb train,train to busan is defienetly one of most fun movies about infected people or zombies but it lacks more quality to be on par with some old classics","
            10/10
            "
"Pairic","14 July 2019","Train To Busan: It got a mediocre review in FT magazine, 5/10. From the opening scenes of a cynical farmer who is told of a minor leak from a Bio-Research Laboratory this film scored high imho. The farmer runs over a deer and after he leaves it comes back to life! He's beHind you!Most of the story takes place on the eponymous train. A Bond Trader is taking his young daughter to his estranged wife in Busan when the Zombie outbreak occurs. These are fast zombies who bite and chomp and swiftly turn their victims into the undead. A School Baseball team use their bats to good effect. Some social commentary as well which would be worthy of Ken Loach but its not laid on with a trowel.The Zombie action works well and we mostly encounter fresh Zombies as they haven't had time to deteriorate. They run, they swarm. Nothing original but its used to good effect as is the character development of the (still) human characters. 8/10","
            8/10
            "
"fredrikgunerius","5 August 2023","With its serious dramatic approach and scientific accuracy (within its realm), this South Korean genre-crossover was able to revitalize the zombie apocalypse sub-genre and find wide-reaching success outside of Korea's borders. Gong Yoo plays a fund manager and non-attentive father who must travel to Busan with his daughter Kim Su-an in order for the girl to spend time with her mother on her birthday. As they board the train, it becomes clear that the so-called riots that have been reported from the streets of Seoul are actually a lot more serious than that, and Gong Yoo must navigate an increasingly more dire situation aboard the train while reconnecting with his daughter.Much like I Am Legend, Busanhaeng manages to transcend the often quite confining zombie sub-genre by treating it like something unknown and unprecedented. Our protagonists don't recognize that they're in a zombie movie (why would they?), making their situation more absorbing and tangible for us. We relate to their feeling of not knowing what to do. And the human drama unfolding borrows cleverly from some of history's better disaster movies. Busanhaeng became the sixth highest grossing film of all time in South Korea. Lead actor Gong Yoo later went on to star in the TV-series ""Squid Game"".","
            10/10
            "
"andrewchristianjr","3 April 2020","A zombie film that is very surprisingly good. The train set up is a great set piece and makes you feel slightly claustrophobic which helps add to the tension. Some real interesting characters that you want to have a connection towards.","
            10/10
            "
"george.schmidt","12 August 2020","TRAIN TO BUSAN (2016) **** Yoo Gong, Yu-mi Jung, Dong-seok Ma, Su-an Kim, Eui-sung Kim, Woo-sik Choi, Sohee, Soo-jung Ye, Myung-shin Park, Gwi-hwa Choi. Relentless zombie horror film from Korean filmmaker Sang-ho Yeon (who co-scripted with Joo-Suk Park) where an outbreak occurs while a train is en route from Seoul to the titular town with an atypical cast of characters (harried father with daughter in tow; pregnant woman; baseball team; dickhead CEO) that is given flesh and blood turns by its talented cast (you root for everyone amidst the horrific carnage unfolding). The claustrophobia mixed with sudden dread is altogether palpable and incredibly poignant.","
            2/10
            "
"funnycommentor","14 August 2023","First of all, when I first watched the trailer of the movie I kinda liked it, even though I didn't really had high expectations about that movie. Eventually, it was a nice movie and I really enjoyed it. The plot of the movie was really interesting and kinda innovative (because, there aren't any other zombie movies that they were placed in a train). The storyline was very well written and everything was well-explained, even though it was simple and easy to understand. The characters were very interesting and kinda likeable, even though they weren't very well-developed. Gladly, the filming location of the movie (the train) was really good. It wasn't a very scary movie and there weren't any jumpscares, but it was really intense and full of action-filled scenes. The killcount of the movie was really bloody, even though nothing explicit was shown. I have to admit, the ending scene was kinda emotional, even though it was kinda predictable. Also, the zombie's appearance was really creepy and they were kinda terrifying. Overall, ""Train to Busan"" was an enjoyable zombie movie, intense, kinda bloody and I would probably recommend it to my friends. Last but not least, I'm definitely looking forward for the remake of that movie, ""The Last Train to New York"".","
            7/10
            "
"phd_travel","1 January 2020","As clear as day after watching ths movie I'm totally convinced that this Korean Zombie movie is the best zombie movie ever made. It is breathtakingly exciting with a whole range of interesting scenarios on and off the train. To top all that there is a relatable bunch of characters father and daughter husband and wife etc that are involving, endearing and clearly identifiable. In terms of excitement and enjoyability this is just way above WWZ or Zombieland and all the other recent zombie movies.","
            1/10
            "
"P3n-E-W1s3","21 September 2018","I had this movie sitting on my ""YouView"" box for quite a few months, even though I had been originally excited that Film4 had decided to air this ""little"" Korean gem of a horror movie. There had been rave reviews and more than a slight ""buzz"" about the picture. The trouble with me is that I've been let down by hyped movies before - The Blair Witch Project, a major case by example. Another trouble is my own little foibles. I don't want to be reading subtitles when I'm tired (and I do so love to watch horror flicks after the sun has set with the lights low... or off!) and I cannot stand dubbed films (too many Jackie Chan movies in my youth...). So one night, not so very long ago I was feeling awake enough to read a movie so I hit play on ""Train To Busan""...By the time the end credits rolled I was amped up and wide awake. This is one hell of a rollercoaster ride of a movie and one hell of a tangle of modern-day lives story. This is not your basic Zombie flick.You start out really slowly and pretty sedated. A farmer is on his way to the market when his van is stopped by men in hazmat suits. These tell him that there's nothing to worry about. There has been a slight leak at a chemical plant. After quickly decontaminating his vehicle they send him on his way... unluckily for the dear he runs down and kills. More angry at damaging his van than killing a dear he drives away leaving the carcass in the road... yeah... you know what's going to happen. Sure enough, the dead animal thrashes about and shakily gets to its feet... with a dead look in its eyes...Even though this section only takes a few minutes it's one of the most superbly shot sequences I've seen in a movie. The director Yeon Sang Ho manipulates each set perfectly give the audience a creepily eerie atmosphere, which did start the shivers running up and down my spine. For that I thank them... it's been a long time since that's happened. There's nice steady sweeping camera pans. Effortlessly worked lighting. Superb control of sound... or lack of it. Even better is that all of this artwork and skill doesn't stop here it runs throughout the whole movie. It screams skill and class.Then the writers, Park Joo Suk and Yeon Sang Ho, get to work weaving together tales of modern-day living. The main characters are Seok-Woo (Gong Yoo) and his daughter Soo-Ann (Kim Su An). He is a busy, work-comes-first-to-support-family guy who was already lost his wife to divorce and is now bringing up Soo-Ann, with the help of his mother. Soo-Ann is a young child who doesn't understand or appreciate her father's outlook on life. All she knows is that she doesn't see either him or her mother as much as she wants or should. She wants more time with both of her parents. So, on her birthday, after her dad buys her a repeat present (who doesn't need two Nintendo Wii's(?)) she gets him to promise to take her to see her mum for her real present. As is the usual case it's Su-An Kim's performance that steals the show - and this is as it should be.This then brings them into contact with Sang-Hwa (Ma Dong Seok) and his very expectant wife Seong-Kyeong (Jung Yu Mi). Sang-Hwa and Seok-Woo do not get on at all and it's this juxtaposition in ideals and prerogatives that add more depth to the story; especially when they have to work together to survive the train ride. It's Seong-Kyeong that provides the glue to their relationship.Add to this a mysterious homeless man (Choi Gwi Hwa), a couple of romantic teens getting to grips with their feelings towards each other - Yong-Guk (Choi Woo Sic) and Jin-Hee (Sohee), and officious self-centred train manager Yon-Suk (Kim Eui Sung), you have a set of characters which can create some volatile or sentimental storylines... and this is before we get to the best Zombies... EVER!One of my favourite zombie flicks is Return Of The Living Dead. Two of the reasons were the zombies - they were dead and very icky (most were skinless)... and they were fast. The brain-eating buggers didn't shamble after you. And you have the same here. Though these dead aren't so skinless they are damned fast and furious.This adds to some pretty spectacular action scenes in the movie which Yuen Sang Ho directs magnificently. But, whereas, most directors would opt for action over horror and story Yuen is proficient in all styles. The scenes where the dead reanimate are both startling, invigorating, eerie, and full of style and strength.This is a tour-de-force of filmmaking, let alone horror filmmaking. Everything in this movie is excellent, from the story to the acting to the directing.","
            9/10
            "
"alexklatt-28518","23 April 2019","This movie stinks. Here's the setup: a man works too much and has a daughter, and they're going to take a train to see the girl's mother. Got it? Good, time to get to the action.Zombies show up. The only kind of cool part of the whole movie is the creepy way zombies tend to come pouring out of windows and doors. That's seriously the highlight. People stand around like slack-jawed cattle waiting to be slaughtered. They watch people get eaten alive, with expressions on their faces that suggest they're instead looking at somebody being mildly rude at the dinner table. The undead monsters blessed with superhuman speed are able to kill rooms full of people seemingly within a minute or two. However, when they try to kill one of the main characters, they're about as dangerous as a chihuahua with teeth made of bubblegum. Doubly so if they go against the big cool guy, who can beat down train cars full of zombies without breaking a sweat. Anybody bitten by a zombie turns into a bloodsucking monster within 10-30 seconds, unless they're a main character or antagonist, in which case it takes forever so that it's DRAMATIC.This movie has the good old fashioned 'let those people die, because maybe they're infected' cliche. Except it doesnt make ANY SENSE because like I just said, people TURN WITHIN 30 SECONDS.One by one the protagonists sacrifice themselves heroically, and the bad guy tries to kill them for actually, literally no reason. Also the zombies can't see in moderately dim lighting conditions, and they can't catch up to a lady who is about 7-8 months pregnant.At the end, the little girl and the pregnant woman are the only ones alive. They're about to get sniped for no good reason, until the girl sings the song she wanted to sing for her dad I guess. Everybody's heart strings get horribly tugged. Or if they're like me, they thank god that it's over. Frustrating, inconsistent, illogical, cliche, completely lacking in tension. It's bad.","
            9/10
            "
"Mysterygeneration","13 June 2022","""Train to Busan,"" an action-horror film, pulses with locomotive power. Yeon Sang-ho's nihilistic image of humanity has been toned down in order to appeal to a wider audience. ""Train"" is a must-see for Asian-friendly genre merchandise buyers.Yeon presented a homeless community within the major railway station as the epicenter of a zombie epidemic in ""Train to Busan."" In ""Train to Busan,"" humans and zombies are divided by carriages, symbolizing the perilous divide between society's haves and have-nots.The action accelerates with exciting mayhem, aided by the confined train compartment structure. Resident Evil has a deliriously high level of energy and agility, as if they're fueled by ginseng and soju. Fans of Yeon's more edgy cartoons may miss his ruthless villains. The film's humanitarian qualities counterbalance the zombies' insensible violence. In the final act, the screenplay ramps up the hysteria and schmaltz.Yang Jin-mo's fast editing and Jang Young-gyu's music are among the best contributions to the trade.","
            9/10
            "
"UnderworldRocks","10 January 2017","Some of the characters' behaviours in the movie are laughable. For example, the first time the passengers got out of the train only to find the station infested with zombies. What was their reaction? Run back and open the door to a car already full of zombies! Smart move, people!For another example, a bunch of survivors in car #15 refused to open the door for another group of survivors, because some guy feared the other group might be infected. Actually, one easy solution would be for survivors in car #15 to move to another car, for instance, car #16 and let those people have #15. Car #15 was not the only safe place. But... They were too dumb to make room, those idiots.The beggar character's heroic move at the climax makes no sense. He had always been portrayed as cowardly. Therefore, the sudden 180 degrees change is not convincing at all.Let's not forget the laughable ending. The little girl suddenly felt like singing after the disaster? Yeah, very interesting. It would have been so much better if the soldiers had killed both the pregnant woman and the girl. That kind of dark ending would have made an impact. The current one in the movie is ridiculous.The plot was predictable. You could always guess who was going to die next. The movie is not even scary, and the amount of gore is atrociously little.I guess the only good thing is the opening scene where a deer became a zombie deer. That was interesting enough.","
            8/10
            "
"THE-BEACON-OF-MOVIES-RAFA","10 March 2020","A zombie film that is very surprisingly good. The train set up is a great set piece and makes you feel slightly claustrophobic which helps add to the tension. Some real interesting characters that you want to have a connection towards. If you don't mind reading subtitles and like zombie films then give this one a shot. I guarantee you won't be disappointed.","
            8/10
            "
"justahunch-70549","1 April 2022","Just when you thought there was nothing left to this genre, if it is a genre of its own, this zombie picture starts with a tiny prelude before kicking into the main storyline and from there it just grows and grows and grows. This south Korean film is a true hold your breath thriller with some fine performances, something to say, some great music, and fantastic direction. This eye-popper is a must for horror fans or those who just love well made action thrillers. You won't be disappointed.","
            9/10
            "
"Kamurai25","27 July 2020","Fantastic watch, will watch again, and can definitely recommend for those looking for a new zombie movie to watch.This one really had me yelling at the screen: I was heavily invested....until I was basically emotionally exhausted. I don't think I reacted quite how the director wanted me to react during that last act.This is a fascinating premise. A zombie outbreak that leaks onto a train (with just one infected), and these are ""World War Z"" running, 15 seconds to turn (usually) zombies. I'm staunchly against running zombies, but when you do something well, it is really hard to discredit you for it.There is one aspect that is truly odd for zombies, but it would be quite the spoiler, it's basically the 3rd act (out of 4). The writing structure feels very different, it doesn't seem to adhere to a 3 act staple: it really feels like 4 acts broken into chapters (or levels similar to a video game) and as whichever characters survive the transfer from chapter to chapter, the story progresses. There is clearly though pre-infection establishing act, post infection establishing act, confrontation act, and resolution act. Once you get past the first act, it's pretty much non-stop action, by the by.The one frustrating part about this movie is that most of the characters seem to have a death wish: despite trying to stay alive, they all seem to want to die. I understand that a story can't happen without flawed characters, but the things these people do are so remarkably stupid sometimes that the zombies become more believable at times. It does allow for some of the more amazing scenes though, so it might be somewhat forgiveable.This movie is honestly so good, I really feel like I'm reaching on any of the complaints.","
            8/10
            "
"jakedeignan","29 June 2020","Intense and very enjoyable film. Love the acting throughout and enjoy these types of zombie movies","
            9/10
            "
"tchitouniaram","20 April 2022","The best zombie films ever ! Most important thing : acting is absolutely brilliant ! The rest follows !!! All in all a definitive must watch for any horror fans , for everybody else too)))","
            9/10
            "
"laurahippensteel","30 April 2019","I avoided watching this one for the longest time because of the subtitles, but with all the action, there's not a lot of dialogue. You go through an emotional roller coaster. There are some sour tarts, funny parts, some sitting on the edge of your seat parts. An essential for the zombie lover.","
            8/10
            "
"Reno-Rangan","24 January 2017","A week ago I saw a zombie film from Japan called 'I Am a Hero' and now this Korean. I have not seen a quality zombie film at the recent time. The second tier films like 'Cooties', 'Freaks of Nature', 'Scouts Guide...', all these were comedies. Probably 'World War Z' was the last decent zombie film I have seen and after that this is the one. So the timing of the film was another advantage. Since there's no competition, this zombie film rules. And not to forget the Korean style, they are among the best thriller film makers today.Directed by an Anime filmmaker, this is his first live-action film. When I decided to watch it, I thought it would be another Korean film, which rely on father-daughter sentiments. You know I kind of tired of that Korean cliché where at the final stage they let the kid sob and call it a twist. Initially I enjoyed those and later on getting bored of that. With that kind of reasons, I would have missed it. Being a film fanatic, I won't mind to risk a watch, except give up writing a review for it.But in this case, it was completely different. Even the characters, any characters in the film, either in the lead or the supporting ones, all are unpredictable. That's the biggest plus point of the film. At the end you won't be sure, who you were rooting for. You know in those edgy scenes, we blindly back the one we like. You will think you can guess the upcoming scenes, but the writing was very smartly done. Feels like they did not care about a sequel, if this meets a greater success. But who knows, this is a cinema and there were many mysteries kept unsolved, so they can pick up from one of those loops.""Whatever you do, you must finish what you start. It's worse than not doing it at all.""This is the story of a divorced, workaholic father and his young daughter. After the progress, many others join them. On her birthday, they decide to visit her mother in Busan. On their train, soon after it took off, they come to know that something is wrong around. With all the chaos unrolling rapidly, a group of survivours gathers in a car since there's no escape as they are trapped in a moving train. How their journey ends, whether they reach a safe place with the fight against the living dead, the narration comes to halt.In the contest of good versus evil, there's no place for sentiments. But at one stage, near the end they cleared the place to attach one. In that final scene you can't resist, even if you are not an emotional person when it comes to the film. As I mentioned earlier that is the part I feared the most would come, but i did not hate it in the context of story development. Because that was a perfect setting to take the story to the next level. There are several twists. Those are from the film characters' perspective than the story wise. They did not bother to tell about the cause of the epidemic. Instead, this film was focused on the train passengers and their fight for survival when the defending options are limited. Just imagine it is a zombie version of another Korean film 'Snowpiercer' or like 'Snakes on a Plane'.I have heard there's another film, an animation which is also directed by the same filmmaker and said to be a prequel to this one. If you had liked it, you would be itching to watch that one as well. Hope I would watch it as soon as I get an opportunity. So, my view on it, the film is very good. It was close to two hours long, but once the train journey begins, you won't going to notice the time. I am saying the pace of the film, as well as the events make you dissolve in it completely and forget everything else. This is the best zombie film right now and you should not miss it, especially if you like this theme. Recommended!8/10","
            10/10
            "
"trevorj-38641","4 February 2023","So many versions of the zombie genre, all from Romeros dead series, to more modern, 28 days later, this one however more than deserves a high mention, as usual in the English speaking world, people are close minded by the subtitles, but any true horror fan knows that means nothing, stand out performances all round, most notably the young lead child actor incredible, but the real stars are the infected actors, one scene to look out for, a train stewardess becoming infected,, usually there are gaps in the intensity of the infected acting, not one bit, every actor is fully commited to the performance, look at the back round at times, a must see.","
            8/10
            "
"harrihuhtakallio","4 November 2021","One of the best zombie movies i have seen. Again Korea shows that they can make quality movies. The little girl deserves an oscar.. amazing acting! Zombies were made really good.","
            9/10
            "
"joebloggscity","21 October 2018","I've had a big thing for Korean horror films from the 2000s in particular, but of late have lost touch. I was recommended this movie to sit down and watch, and what a pleasant surprise it turned out to be.Zombie films have been done to the death (no pun intended) over the past decade or two, and there have been some very interesting and enjoyable movies over a number of genres. However, this one sidesteps the problems some others have by having a good director, budget and good cast of actors with a fine script. Avoiding the slapstick, comedy or torture porn route, this is a story about redemption for a father out to protect his daughter and discover the human within. Okay, that's not exactly wholly original (e.g. War of the Worlds etc) but it does have heart and keeps you engrossed.As per the name of the film, the travellers are stuck on a train to Busan from Seoul along with the zombies, and we have action without too much gore/violence, but really tension and emotion as we watch our protagonists try to survive this catastrophe. There are some cliched characters, for example the older selfish rich businessman and the old couple etc, but really you can't change everything. It still works.Granted this doesn't have any social commentary like some that made the zombie genre famous, e.g. the Night of the Living Dead, but in its own way it is a refreshing change on the low budget or comedy-centric comedies that have abounded of late in the field. I really enjoyed it. Bit concerned if they make a sequel, but that will be inevitable. Worth a try.","
            10/10
            "
"deepakv-14660","21 October 2021","I was late to watch, but my loss. The movie just showcases how one can bring raw emotion in any form of art which includes horror in this case. Don't miss it, if you ever loved movies and please watch it in its original language with Eng subtitles.","
            10/10
            "
"underspell","22 August 2021","You can feel the anxiety and fear since the beginning of the film. All the characters had their meaning, not a single one was abundant which is a rare thing to see in some films, especially in this genre.The story is fast-paced, there's action after action which creates great dynamic. Gong Yoo did a great job as the protagonist, as well as other actors.","
            7/10
            "
"AbhishekkChoudhary","1 July 2020","Packed with raw emotion and intense zombie mayhem. A truly great, wildly entertaining zombie film that hits all the right notes; great premise, great characters, great performances, and great filmmaking. Train to Busan (Busanhaeng) is a revitalization and a must-see for fans of the zombie genre.","
            10/10
            "
"GianSol","2 July 2017","This is not ""just"" a zombie film, it is a film with a message, carefully crafted, and with outstanding production value. When I was looking for a scare on Netflix, I saw this ""Korean Zombie Film"" I have never watched Korean Zombie Films before and decided to give it a look...and man...I was in for a thrill! The camera angles and framing are on point, character development and human emotion and psychology is in it for good. It is mostly action with the drama side of it to get stronger with perfect timing. There is a thing in it I considered a bit ridiculous, but I still give it a 10 out of 10 because this film is definitely art; specially something that happens by the end and the way it is portrayed... I clapped.","
            2/10
            "
"ivanmessimilos","6 January 2024","In general, I gave up on horror. Most of them are not of good quality, they don't have a good story, the only goal is to scare the viewers with cheap jump scare scenes and make money with good marketing. And then I finally decided to watch this movie, which has been on my watchlist for a long time. Another zombie movie, right? Wrong! This is a very high-quality film with zombies, and the emphasis is not on them. I'll say this right away, this is a real little masterpiece. The reason lies first in the excellent script, where we have a good story and flesh and blood characters, and the zombies are just an addition to that, not the main part.The scenes with zombies are excellently shot, tense, visually great, and it's even a big plus that the action takes place during the day, so the darkness cannot hide the flaws.The real treasure of this film are the characters and scenes that serve us to breathe between tensions. They don't last long, but they are very important to us in order to get a better insight into the characters' situation. If we know the characters, if we understand them, then we care about them. Something that most horror movie directors have forgotten.A film in which there is not a single redundant scene, in which I would change absolutely nothing. Perfection from the first scene to the last.","
            9/10
            "
